immigrant,female,black,hispanic,white,mixedrace,urban1997,rural1997,never_married,married,separated,divorced,widowed,ever_in_gang,victim_breakin_lt12yrs,victim_bully_lt12yrs,victim_shooting_lt12yrs,victim_breakin_12to18,victim_bully_12to18,victim_shooting_12to18,VictViolentCrime,ms_suspension,hs_suspension,hs_grad,college_degree,ged,special_education_history,bilingual_education_history,gifted_education_history,veteran,age,days_ms_suspension,days_hs_suspension,number_grades_repeated,number_grades_skipped,years_education_completed,highest_degree,SAT_math_score_2007,SAT_verbal_score_2007,ACT_score_2007,number_schools_attended,parent_expectation_in_jail_by20,age_first_incarcerated,income1996IA,income1997IA,income1998IA,income1999IA,income2000IA,income2001IA,income2002IA,income2003IA,income2004IA,income2005IA,income2006IA,income2007IA,income2008IA,income2009IA,income2010IA,income2012IA,income2014IA,income2016IA,income_20,income_25,income_30,income_35,assets_20,assets_25,assets_30,assets_35,debts_20,debts_25,debts_30,debts_35,total_n_incarcerated,total_months_incarcerated,months_longest_incarceration,months_first_incarceration,number_jobs_since20,Incarcerated,RelativeDied,Homeless,HHHospital,HHJail,NumSchoolsAttended
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,2,2,2,1,16,10,8,V,V,14,2,3,3,V,V,V,V,NA,NA,NA,NA,NA,39984,38304,34827,NA,NA,NA,NA,43689.6,NA,NA,NA,NA,96800,NA,NA,NA,NA,0,0,NA,375300,0,I,V,100,0,0,V,V,I,0,1,0,0,0,NA
1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,12,0,0,I,I,14,3,V,V,V,3,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,3571.92,28060.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,0,NA,NA,500,I,V,V,0,0,V,V,3,0,1,0,0,0,3
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,1,0,20,7,3,2,V,3,0,V,NA,NA,NA,NA,5212.5,11995.2,NA,9165,NA,NA,NA,22446,4095.9,NA,NA,NA,NA,NA,3475,NA,NA,NA,0,5212.5,NA,NA,0,0,V,V,0,0,V,V,8,0,0,0,0,0,3
1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,1,16,0,0,0,0,19,6,3,2,V,2,0,V,NA,NA,NA,NA,NA,3998.4,5745.6,NA,NA,3247.2,6235.6,22446,34132.5,NA,NA,42262.5,44844,44000,NA,2460,NA,40400,0,NA,0,0,0,I,I,17500,0,0,V,V,5,0,0,0,1,0,2
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,2,2,0,15,0,0,1,0,15,2,2,2,V,2,0,V,250.92,NA,NA,NA,NA,23990.4,NA,NA,3479.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,16320,NA,NA,NA,0,272,0,0,0,0,9,134500,0,0,V,V,6,0,0,0,0,0,2
1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,2,2,2,0,15,0,0,0,0,18,4,4,4,V,2,0,V,NA,NA,NA,3348,NA,13994.4,NA,NA,46977.3,30848.4,59238.2,56863.2,72360.9,71635.2,64680,NA,NA,88000,9520,45220,53900,80000,0,NA,4080,28560,0,60800,45900,59000,0,0,V,V,I,0,0,0,0,0,2
1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,I,I,I,0,14,0,0,0,I,16,4,3,4,V,2,V,V,NA,NA,1168.65,NA,NA,NA,2298.24,NA,NA,NA,NA,NA,NA,NA,66000,78487.5,67266,88000,1596,NA,68250,NA,0,NA,3990,39900,0,I,32000,35000,0,0,V,V,6,0,0,0,0,0,2
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,16,0,0,1,0,13,2,2,2,V,2,0,V,NA,NA,NA,NA,NA,NA,NA,NA,43497.5,45460.8,58458.75,59856,45054.9,52348.8,52800,NA,39238.5,49500,NA,34440,44000,35350,0,0,1529,NA,0,0,0,0,0,0,V,V,2,0,0,0,0,0,2
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,V,V,V,0,14,0,0,V,V,16,3,6,3,V,V,V,V,NA,NA,NA,NA,4170,NA,NA,NA,NA,6494.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,665,0,V,I,1000,0,0,V,V,2,0,1,0,0,0,NA
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,1,0,12,0,0,V,V,14,2,V,V,V,3,V,V,NA,NA,NA,NA,6255,1999.2,9576,NA,17399,16236,NA,NA,NA,NA,NA,NA,NA,NA,12700,NA,NA,NA,0,NA,NA,NA,7000,V,V,V,0,0,V,V,2,0,1,0,1,0,3
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,13,0,0,I,I,20,7,5,5,V,1,V,V,NA,NA,NA,NA,NA,NA,NA,NA,12179.3,4059,15589,23942.4,NA,NA,3960,84525,112110,154000,NA,NA,73500,NA,NA,49400,NA,NA,0,0,0,V,0,0,V,V,13,0,0,0,1,0,1
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,2,0,14,0,0,V,V,15,2,V,V,V,V,V,V,NA,NA,NA,NA,NA,NA,NA,458.25,19138.9,19483.2,53002.6,47884.8,40959,49593.6,47520,66412.5,72871.5,77000,NA,37120,57750,NA,2660,23275,53200,13300,900,2500,0,0,0,0,V,V,4,0,0,0,1,0,NA
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,1,1,14,0,0,V,V,14,2,V,V,V,V,V,V,NA,NA,NA,NA,NA,NA,NA,34827,43497.5,48708,46767,104748,88744.5,93676.8,79200,NA,121078.8,132000,NA,81200,NA,NA,0,NA,292600,399000,0,3000,0,0,0,0,V,V,1,0,0,0,0,0,NA
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,12,0,0,I,I,15,2,4,4,V,3,V,V,250.92,NA,280.476,NA,NA,199.92,NA,NA,34798,32472,NA,NA,NA,NA,NA,NA,NA,NA,25400,NA,NA,NA,0,NA,NA,NA,250,V,V,V,0,0,V,V,1,0,0,0,0,0,3
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,D,0,0,0,0,0,1,1,0,0,2,2,2,0,15,0,14,2,I,14,3,V,V,V,4,0,V,NA,NA,NA,NA,6255,NA,5745.6,NA,NA,NA,NA,NA,NA,20664,NA,NA,16816.5,16500,NA,NA,NA,15000,0,0,0,136,0,0,7000,1000,0,0,V,V,7,0,0,0,0,0,4
1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,I,I,I,0,13,0,0,1,0,13,1,V,V,V,3,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2992.8,NA,6888,17160,4226.25,39238.5,NA,NA,NA,3675,NA,0,0,0,NA,0,600,500,V,0,0,V,V,7,0,0,0,1,0,3
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V,V,V,0,15,10,0,3,0,11,1,I,I,V,4,0,V,1254.6,NA,NA,NA,NA,NA,7660.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,V,V,4,0,0,1,1,0,4
0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,V,V,V,0,12,0,0,I,I,11,0,V,V,V,2,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6600,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,V,0,0,V,V,4,0,1,0,0,0,2
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,I,I,I,0,12,0,0,0,0,16,4,V,V,V,2,V,V,NA,NA,NA,NA,417,NA,NA,NA,NA,NA,12471.2,NA,31401.9,NA,39600,24150,44844,44000,NA,NA,40400,NA,0,0,0,NA,0,1600,0,V,0,0,V,V,5,0,0,0,1,0,2
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,V,V,V,0,15,0,0,I,I,12,1,4,3,V,3,5,V,NA,NA,NA,4464,12510,NA,NA,NA,NA,19483.2,23383.5,29928,NA,27552,36960,42262.5,NA,NA,NA,17850,30800,NA,0,0,0,NA,0,0,0,V,0,0,V,V,1,0,0,0,0,0,3
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,I,I,1,12,0,0,0,0,16,2,2,3,V,2,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62848.8,NA,48216,50160,NA,NA,NA,NA,39200,NA,NA,0,0,31750,NA,0,0,0,V,0,0,V,V,0,0,0,0,0,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,V,V,V,0,12,0,0,I,I,12,2,V,V,V,4,V,18,1129.14,483,NA,NA,NA,NA,1915.2,0,120648.1458,NA,34295.8,NA,30036.6,27552,42240,2415,34754.1,39600,88064.34,22400,31310,NA,6633.21,246.38,0,NA,1300,1300,0,V,1,12,12,12,I,1,0,0,0,0,4
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,1,0,16,0,0,1,0,18,5,3,3,V,2,0,V,6273,NA,NA,NA,8340,29988,34473.6,NA,NA,NA,54561.5,52374,47785.5,51384.48,48840,43470,41480.7,80300,5560,NA,40700,37370,278,NA,25715,NA,800,0,3500,6000,0,0,V,V,6,0,0,0,0,0,2
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,12,0,0,I,I,15,2,6,4,V,2,V,V,752.76,724.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27306,NA,NA,NA,NA,NA,NA,NA,NA,NA,8890,0,NA,NA,30000,30000,V,V,0,0,V,V,2,0,1,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,I,I,I,0,0,0,0,0,0,1,0,0,V,V,V,0,15,0,0,V,V,12,2,4,4,V,V,V,V,NA,NA,NA,NA,NA,NA,28728,NA,NA,NA,NA,NA,NA,NA,192722.64,90562.5,NA,88000,NA,NA,160602.2,80000,0,NA,88400,54400,0,V,0,0,0,0,V,V,3,0,0,0,0,0,NA
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,15,0,0,V,V,20,5,4,4,V,V,V,V,NA,3622.5,701.19,NA,NA,1399.44,3830.4,NA,3479.8,24354,23383.5,37410,81918,81278.4,80520,77280,84082.5,94600,952,17850,67100,86000,0,5440,57120,408000,0,0,0,0,0,0,V,V,7,0,0,0,0,0,NA
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,15,0,0,I,I,16,4,I,I,V,2,0,V,NA,NA,NA,15624,27105,NA,30643.2,31161,52197,19483.2,38972.5,29928,34132.5,38572.8,34320,30187.5,20179.8,38500,NA,29750,28600,35000,0,40.8,3264,21080,0,2500,9000,41000,0,0,V,V,2,0,0,0,1,0,2
1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,14,0,0,1,0,16,4,3,3,V,1,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56863.2,43689.6,52348.8,62040,61582.5,NA,95700,NA,44080,53550,NA,0,1330,133,0,0,3000,24400,11000,0,0,V,V,4,0,0,0,1,0,1
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,V,V,V,0,13,0,10,1,0,12,2,1,I,V,2,V,V,NA,NA,NA,NA,NA,199.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,V,0,0,V,V,2,0,0,0,0,0,2
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,13,0,0,1,0,13,2,I,I,V,4,V,V,NA,NA,NA,NA,NA,NA,NA,27495,41757.6,27601.2,20265.7,NA,34132.5,36506.4,40920,NA,29484.93,NA,19500,27750,NA,NA,NA,2600,20800,NA,400,31890,30000,V,0,0,V,V,3,0,1,0,0,0,4
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,16,0,0,0,0,14,3,V,V,V,1,20,V,1164.2688,9660,1416.4038,20088,4170,53978.4,47646.3456,51324,48717.2,51143.4,58458.75,62848.8,61438.5,75768,59400,60375,6166.05,57200,2780,38745,49500,5555,5421,NA,24325,10425,200,I,5250,0,0,0,V,V,4,0,1,0,1,0,1
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,V,V,V,0,14,0,0,0,0,11,0,V,V,V,3,V,V,NA,NA,NA,NA,NA,NA,NA,36660,NA,64944,59238.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7980,2660,NA,NA,0,0,V,V,0,0,V,V,4,0,NA,NA,NA,NA,3
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,V,V,V,0,14,0,0,0,0,16,4,V,V,V,2,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,V,0,V,V,0,0,V,V,2,0,NA,NA,NA,NA,2
0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,16,4,3,4,V,2,0,V,NA,5313,14023.8,17856,NA,NA,NA,73320,73075.8,77932.8,74827.2,77812.8,76456.8,79900.8,73920,72450,61660.5,70400,NA,59040,61600,55550,0,NA,NA,97300,0,0,0,0,0,0,V,V,1,0,1,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,I,I,I,0,0,0,0,0,0,1,1,0,V,V,V,1,16,0,0,V,V,18,4,3,3,V,V,V,V,NA,NA,NA,26784,NA,29988,NA,NA,34798,NA,NA,NA,81918,78523.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,0,0,V,0,0,V,V,0,0,0,0,0,0,NA
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,14,0,0,I,I,11,1,V,V,V,1,V,V,NA,1932,20334.51,15624,6255,NA,9576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6650,NA,NA,NA,1995,NA,NA,NA,0,V,V,V,0,0,V,V,4,0,0,0,1,0,1
1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2,0,15,0,0,I,I,11,1,V,V,V,4,0,V,NA,NA,2337.3,NA,NA,NA,NA,NA,15659.1,24354,35854.7,NA,0,55104,NA,48300,31390.8,44000,NA,27370,NA,40000,NA,408,0,408,I,400,8000,0,0,0,V,V,I,0,1,0,0,0,4
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0,15,0,0,1,0,12,I,V,V,V,3,0,V,NA,NA,NA,NA,NA,NA,1915.2,NA,NA,NA,NA,NA,NA,NA,NA,44677.5,16816.5,NA,NA,NA,NA,NA,0,0,0,0,1000,0,0,0,0,0,V,V,I,0,1,1,0,0,3
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,2,0,14,0,0,0,0,16,4,2,2,V,2,V,V,2007.36,1207.5,NA,6696,4170,NA,NA,NA,NA,NA,56120.4,NA,NA,NA,52800,NA,NA,55000,NA,NA,NA,NA,1064,NA,NA,0,6000,17600,V,0,0,0,V,V,2,0,1,0,0,0,2
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,13,0,0,0,0,12,2,3,3,6,2,V,V,NA,483,467.46,NA,625.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,V,V,V,0,0,V,V,0,0,1,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,16,4,3,3,V,2,0,V,1003.68,2415,4674.6,4464,NA,NA,NA,64155,62636.4,56826,68591.6,82302,95571,96432,26400,48300,100899,69300,NA,43050,22000,90900,695,1320.5,22935,2432.5,0,13500,15000,8200,0,0,V,V,11,0,1,0,0,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,13,0,0,0,0,12,2,3,2,V,2,V,V,1254.6,7245,2337.3,8928,41700,27988.8,44049.6,42159,48717.2,45460.8,46767,52374,57342.6,68880,91080,108675,122199.9,113300,29900,46620,94500,NA,0,11700,149500,NA,16000,13000,40000,V,0,0,V,V,2,0,1,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,2,2,2,0,15,0,0,0,0,14,3,3,3,V,2,0,V,7527.6,12075,21035.7,22320,NA,NA,NA,NA,NA,NA,NA,97266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80240,NA,NA,V,I,V,V,0,0,V,V,1,0,NA,NA,NA,NA,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,14,0,0,0,0,18,5,4,5,5,2,V,V,501.84,1690.5,3505.95,6696,6255,11995.2,2681.28,9165,12179.3,43837.2,75606.65,85294.8,81918,96432,26400,106260,84082.5,110000,1862,66120,92400,NA,399,155610,399000,399000,0,14050,39000,10000,0,0,V,V,9,0,1,0,0,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,NA,12,0,0,0,0,16,4,4,5,V,2,V,V,301.104,289.8,280.476,NA,NA,NA,NA,4582.5,NA,8118,15589,44892,47785.5,64747.2,72600,78487.5,87445.8,99000,NA,52640,78780,NA,19050,2540,90170,NA,0,11000,1000,V,0,0,V,V,5,0,0,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,14,0,0,0,0,16,4,4,4,4,2,V,V,1003.68,724.5,1869.84,2901.6,NA,NA,2872.8,2199.6,55676.8,51955.2,56120.4,65841.6,62803.8,68880,72600,60375,NA,NA,1995,51040,52500,NA,3857,798,89775,399000,0,11000,0,0,0,0,V,V,2,0,0,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,12,0,0,0,0,18,5,4,4,4,2,V,V,NA,241.5,467.46,11160,23852.4,NA,19152,27495,17399,32472,31178,NA,61438.5,74390.4,75240,72450,22422,NA,12700,60480,20200,NA,NA,20320,76200,NA,0,18000,0,V,0,0,V,V,2,0,0,0,0,0,2
0,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,I,I,I,0,15,0,0,0,0,16,4,5,4,5,2,0,V,5018.4,4830,16361.1,NA,16680,NA,11491.2,NA,62636.4,NA,65473.8,67338,NA,30307.2,NA,NA,NA,NA,NA,49980,NA,NA,2720,40.8,14280,136,300,17500,0,50001,0,0,V,V,4,0,1,0,0,0,2
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,12,0,0,V,V,18,5,3,3,3,V,V,V,NA,NA,NA,NA,2085,11995.2,5745.6,9165,3479.8,3247.2,NA,NA,NA,NA,NA,NA,NA,47300,2540,NA,NA,NA,635,NA,29210,NA,17500,V,60000,V,0,0,V,V,7,0,0,0,0,0,NA
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,V,V,V,0,12,0,3,0,0,17,2,4,4,V,2,V,V,301.104,NA,NA,NA,31275,NA,2298.24,36660,36537.9,40590,7794.5,NA,NA,2755.2,26400,59167.5,78477,NA,26670,2240,70700,NA,11430,45720,44450,NA,0,14500,0,V,0,0,V,V,6,0,0,0,1,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,2,0,14,0,2,0,0,16,4,3,3,V,2,V,V,1410.1704,1449,4674.6,11160,14595,39984,38304,58656,57416.7,56826,31178,NA,47785.5,59236.8,52800,30187.5,50449.5,NA,26600,NA,26250,NA,119.7,NA,665,1596,8000,84000,40000,I,0,0,V,V,14,0,0,0,0,0,2
1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,V,V,V,0,12,0,0,0,0,10,1,V,V,V,3,V,V,752.76,289.8,NA,NA,NA,NA,28728,NA,NA,NA,NA,NA,NA,NA,66000,NA,NA,NA,NA,NA,NA,NA,127,2540,NA,NA,500,0,V,V,0,0,V,V,I,0,0,0,0,0,3
0,0,1,0,0,0,NA,NA,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,2,2,2,0,12,6,2,I,0,12,2,3,2,V,5,V,V,NA,NA,NA,NA,NA,2798.88,9576,18330,15659.1,24354,NA,22446,20479.5,24796.8,29040,31395,28027.5,35200,11430,20160,25250,NA,0,0,NA,NA,0,0,0,V,0,0,V,V,7,0,0,0,0,0,5
0,0,1,0,0,0,NA,NA,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,2,2,2,0,12,12,5,1,0,12,2,3,2,V,7,V,V,NA,NA,NA,NA,NA,3998.4,NA,NA,NA,48708,NA,29928,19114.2,34440,33000,32602.5,28027.5,38500,NA,28000,25250,NA,0,0,0,NA,7000,0,0,V,0,0,V,V,5,0,0,0,0,0,7
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,17,4,2,2,V,1,0,V,NA,NA,NA,NA,NA,29988,28728,NA,43497.5,45460.8,NA,74820,NA,NA,NA,NA,NA,NA,NA,34440,NA,NA,0,0,NA,NA,0,31000,V,V,0,0,V,V,3,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,V,V,V,0,14,0,0,0,0,16,4,5,6,V,2,V,V,501.84,NA,NA,NA,2085,NA,NA,NA,NA,NA,70150.5,NA,54612,NA,NA,51922.5,NA,NA,NA,NA,45150,NA,NA,26600,6650,NA,V,1500,13000,V,0,0,V,V,2,0,NA,NA,NA,NA,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,NA,NA,NA,NA,1,0,1,1,0,V,V,V,0,14,2,0,V,V,20,5,V,V,V,V,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78487.5,91930.2,95700,NA,NA,68250,NA,NA,NA,55195,148960,V,V,4000,6000,0,0,V,V,4,0,NA,NA,NA,NA,NA
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,15,0,0,I,I,13,2,4,4,V,2,1,V,NA,NA,11686.5,11160,41700,23990.4,28728,29328,NA,NA,NA,59856,NA,NA,NA,57960,56055,55000,16320,NA,NA,50000,2720,21080,20400,48960,1000,2200,0,0,0,0,V,V,2,0,0,0,0,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,12,0,0,I,I,12,2,4,4,V,2,V,V,NA,181.125,NA,892.8,4170,1999.2,19152,18330,NA,24354,46767,52374,34132.5,35817.6,36960,36225,38117.4,33000,NA,29120,34340,NA,177.8,254,635,NA,1500,0,0,V,0,0,V,V,4,0,0,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,2,2,NA,16,0,0,V,V,10,0,V,V,V,V,V,V,5018.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,V,V,V,0,0,V,V,0,0,NA,NA,NA,NA,NA
0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,V,V,V,NA,14,0,0,V,V,8,0,V,V,V,V,V,V,1254.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,V,V,V,0,0,V,V,0,0,NA,NA,NA,NA,NA
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,V,V,V,0,12,0,0,0,0,16,4,V,V,I,2,V,V,250.92,NA,NA,NA,NA,NA,NA,5499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,NA,NA,NA,0,V,V,V,0,0,V,V,1,0,NA,NA,NA,NA,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,2,2,0,15,0,7,V,V,12,2,V,V,V,V,V,V,NA,NA,NA,NA,52125,53978.4,57456,42159,73075.8,81180,74827.2,82302,81918,75768,75240,66412.5,75113.7,62700,36720,57120,62700,57000,6800,12240,36720,81600,0,0,14000,0,0,0,V,V,5,0,1,0,0,0,NA
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,1,0,14,0,1,V,V,18,4,5,4,V,V,V,V,NA,4830,2337.3,4464,1876.5,2998.8,6703.2,5499,64376.3,64944,70150.5,64345.2,61438.5,68880,NA,90562.5,56055,NA,4655,49880,78750,NA,0,56924,46550,NA,500,1300,0,V,0,0,V,V,14,0,1,0,0,0,NA
1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,14,0,0,0,0,17,4,4,4,V,2,V,V,NA,NA,2337.3,NA,NA,19992,24897.6,42159,10439.4,51955.2,NA,56863.2,81918,68880,69960,82110,80719.2,84700,17290,44080,71400,NA,5320,NA,46550,NA,0,0,13000,388,0,0,V,V,7,0,0,0,0,0,2
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,16,0,0,V,V,16,4,6,4,V,V,V,V,2509.2,NA,1402.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77000,NA,NA,NA,NA,278,NA,NA,111200,0,V,V,2000,0,0,V,V,5,0,0,0,0,0,NA
